Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 05/16  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/16  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/16  06:00:00,243087.03947861633,232320499.01614983,10829279.40873432,55180531.87831212,210119415.5730922,210119415.5730922,6791184.0 
 05/16  07:00:00,0.0,230487464.93206368,36574998.079654719,95796493.41677365,266740474.12012656,266740474.12012656,6791184.0 
 05/16  08:00:00,0.0,301888846.42493596,94843857.5183976,204227663.7591693,455944862.12006089,455944862.12006089,6791184.0 
 05/16  09:00:00,0.0,324422212.14642557,93124323.85391507,174055806.61631219,434329999.4049628,434329999.40496286,6791184.0 
 05/16  10:00:00,0.0,351920527.18628647,93124323.85391507,167093070.35257594,451328373.1563635,451328373.1563635,6791184.0 
 05/16  11:00:00,0.0,381744549.03283706,93124323.85391507,174055806.61631219,477938728.0621518,477938728.0621518,23190370.51442553 
 05/16  12:00:00,0.0,391290635.51748898,93124323.85391507,177667514.30607478,490793434.87994018,490793434.87994018,28599287.566858956 
 05/16  13:00:00,0.0,416667478.48748198,93124323.85391507,179858086.8360924,505735413.22275587,505735413.2227559,26021309.096116969 
 05/16  14:00:00,0.0,436327290.94550308,93124323.85391507,167093070.35257594,505472256.87102749,505472256.8710274,18948031.858466168 
 05/16  15:00:00,0.0,473440752.4086484,93124323.85391507,167093070.35257594,532061072.414272,532061072.414272,16740909.486128033 
 05/16  16:00:00,0.0,499792575.0631231,93124323.85391507,177537174.74818034,564685257.6943494,564685257.6943493,20598627.418677868 
 05/16  17:00:00,0.0,447258050.6819731,51735735.47439728,140923939.57316489,460330998.3052,460330998.3052,15380206.097115126 
 05/16  18:00:00,0.0,365183265.4745775,31041441.284638365,69106004.40578464,323856633.8306622,323856633.8306622,10989270.03938929 
 05/16  19:00:00,0.0,293746499.55451217,36413026.7043953,59822356.05413629,280607473.3595072,280607473.35950717,6791184.0 
 05/16  20:00:00,0.0,248410146.83406345,26303943.895732467,59822356.05413629,250757231.95825727,250757231.9582572,10927494.46468373 
 05/16  21:00:00,0.0,232242261.89946965,26303943.895732467,55180531.87831212,234591534.34306333,234591534.34306333,6791184.0 
 05/16  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/16  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/16  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/17  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/17  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/17  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/17  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/17  05:00:00,446978.2974476466,83798368.61343624,3861201.791338584,44533202.00181078,115697683.14655805,115697683.14655805,6791184.0 
 05/17  06:00:00,0.0,227966325.11323659,10829279.40873432,55180531.87831212,215849610.184467,215849610.184467,6791184.0 
 05/17  07:00:00,0.0,224409266.26473276,36910235.97848287,95796493.41677365,265397359.26105315,265397359.26105315,6791184.0 
 05/17  08:00:00,0.0,297235978.49529227,95209546.98961622,204227663.7591693,459083893.9419,459083893.9419,6791184.0 
 05/17  09:00:00,0.0,304632070.7940645,94023226.23842418,174055806.61631219,436882147.29388979,436882147.2938897,6791184.0 
 05/17  10:00:00,0.0,325817005.7051171,93124323.85391507,167093070.35257594,446378674.6020576,446378674.6020575,6791184.0 
 05/17  11:00:00,0.0,346034944.270538,93124323.85391507,174055806.61631219,468417962.90553489,468417962.9055348,20768072.148861354 
 05/17  12:00:00,0.0,368660489.76044586,93124323.85391507,177667514.30607478,488620043.0162133,488620043.0162133,31124016.810519004 
 05/17  13:00:00,0.0,403184266.91335317,93124323.85391507,179858086.8360924,507164246.2365639,507164246.2365639,26012175.697773648 
 05/17  14:00:00,0.0,411007727.31977239,93124323.85391507,167093070.35257594,497438038.7846315,497438038.7846315,15653483.309942073 
 05/17  15:00:00,0.0,404036872.6839708,93124323.85391507,167093070.35257594,492500238.83646979,492500238.83646979,20005631.785823488 
 05/17  16:00:00,0.0,423771526.43924859,93124323.85391507,177537174.74818034,511409432.7298569,511409432.72985699,20606263.191357167 
 05/17  17:00:00,0.0,334611627.1697308,51816298.09087239,140923939.57316489,388761562.6705387,388761562.6705387,11081557.589237243 
 05/17  18:00:00,0.0,252483116.40624622,31583459.290189119,69106004.40578464,255186767.67945967,255186767.67945967,11009789.23159115 
 05/17  19:00:00,0.0,238431541.79048849,36982773.2392709,59822356.05413629,244299909.735551,244299909.73555098,10893388.026720286 
 05/17  20:00:00,0.0,227779841.18540243,26303943.895732467,59822356.05413629,235581302.8017909,235581302.8017909,6791184.0 
 05/17  21:00:00,0.0,223965694.59580646,26303943.895732467,55180531.87831212,229561249.42267693,229561249.42267693,6791184.0 
 05/17  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/17  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/17  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/18  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/18  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/18  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/18  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/18  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/18  06:00:00,508125.020416467,238358686.39211298,10829279.40873432,55180531.87831212,194800393.5944814,194800393.5944814,6791184.0 
 05/18  07:00:00,0.0,223893781.34132875,39455915.84359869,95796493.41677365,267440806.60908628,267440806.60908634,6791184.0 
 05/18  08:00:00,0.0,286692459.7733147,110655149.55431117,204227663.7591693,469268535.1470257,469268535.1470257,6791184.0 
 05/18  09:00:00,0.0,286038362.08782127,100698155.40005385,174055806.61631219,427997268.7337524,427997268.7337525,6791184.0 
 05/18  10:00:00,0.0,286810176.36938408,96080598.91353111,167093070.35257594,418421392.0335939,418421392.0335939,6791184.0 
 05/18  11:00:00,0.0,296430677.5436749,95368720.03168746,174055806.61631219,430323319.6283012,430323319.6283012,25428163.968500154 
 05/18  12:00:00,0.0,289347939.97412517,93368621.38774142,177667514.30607478,430930441.6085347,430930441.6085347,26241071.4871039 
 05/18  13:00:00,0.0,309050549.69696268,93124323.85391507,179858086.8360924,440692504.6853901,440692504.6853902,26014602.696226878 
 05/18  14:00:00,0.0,303585245.1913585,93124323.85391507,167093070.35257594,425102232.299582,425102232.299582,20080764.503327326 
 05/18  15:00:00,0.0,305012735.89051786,94309567.85778195,167093070.35257594,427660539.31684616,427660539.31684616,15589152.274400045 
 05/18  16:00:00,0.0,311497737.1336944,95296218.4329343,177537174.74818034,440566563.4138857,440566563.4138857,20589356.83187082 
 05/18  17:00:00,0.0,253791623.37835706,53889186.90000596,140923939.57316489,357083790.9843118,357083790.9843118,15409717.087771398 
 05/18  18:00:00,0.0,223029517.38775126,34970038.014991838,69106004.40578464,251078778.75039349,251078778.75039346,10998989.276857406 
 05/18  19:00:00,0.0,218091579.76015208,38941742.64516637,59822356.05413629,233225316.39651755,233225316.39651753,6791184.0 
 05/18  20:00:00,0.0,213821004.28451727,26303943.895732467,59822356.05413629,220151720.35940246,220151720.35940243,10941920.499453122 
 05/18  21:00:00,0.0,208868899.1051212,26303943.895732467,55180531.87831212,216148649.57331176,216148649.5733118,6791184.0 
 05/18  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/18  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/18  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/19  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/19  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/19  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/19  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/19  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/19  06:00:00,308715.01733855259,201042381.20188377,10829279.40873432,55180531.87831212,157023344.53342975,157023344.53342975,6791184.0 
 05/19  07:00:00,1304787.1213811367,184202622.65295763,39455915.84359869,95796493.41677365,214786196.7149385,214786196.7149385,6791184.0 
 05/19  08:00:00,49518.432654583376,228314937.62504227,108141211.70752856,204227663.7591693,396589324.49050858,396589324.49050858,6791184.0 
 05/19  09:00:00,0.0,230335172.43746496,97079165.6476424,174055806.61631219,361923011.72373417,361923011.7237342,6791184.0 
 05/19  10:00:00,0.0,233434614.94059215,95187454.14461844,167093070.35257594,361963933.54417785,361963933.54417785,6791184.0 
 05/19  11:00:00,0.0,244455374.0683273,93160574.65329165,174055806.61631219,376982390.4518235,376982390.4518235,20757751.492857528 
 05/19  12:00:00,0.0,241536339.98586888,93124323.85391507,177667514.30607478,385166634.92455217,385166634.9245522,31066416.28606938 
 05/19  13:00:00,0.0,259755625.51436366,93124323.85391507,179858086.8360924,399566159.09650757,399566159.09650757,25992075.537783345 
 05/19  14:00:00,0.0,257837719.43005456,93124323.85391507,167093070.35257594,387574028.963724,387574028.963724,15661924.625643608 
 05/19  15:00:00,0.0,261235897.95921356,93124323.85391507,167093070.35257594,390615780.95861086,390615780.95861086,19997471.420499755 
 05/19  16:00:00,0.0,270158055.64230158,93778947.72889564,177537174.74818034,406346166.4924729,406346166.4924728,20595908.867772059 
 05/19  17:00:00,0.0,233475179.1708078,52974162.48005288,140923939.57316489,309821963.27590879,309821963.2759088,11072415.981346704 
 05/19  18:00:00,0.0,214673868.67258878,33517724.73099974,69106004.40578464,210828769.6947979,210828769.6947979,11012878.252322693 
 05/19  19:00:00,0.0,208390055.8511434,38941742.64516637,59822356.05413629,210397649.0431506,210397649.0431506,10904205.884633888 
 05/19  20:00:00,0.0,201995779.44584478,26303943.895732467,59822356.05413629,207508828.83258043,207508828.83258046,6791184.0 
 05/19  21:00:00,0.0,196846832.85183857,26303943.895732467,55180531.87831212,204314797.13256163,204314797.13256163,6791184.0 
 05/19  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/19  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/19  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/20  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/20  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/20  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/20  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/20  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/20  06:00:00,314750.87311794268,194186675.67004545,10796058.157747005,55180531.87831212,169334947.2481291,169334947.2481291,6791184.0 
 05/20  07:00:00,11791.581504393116,185188554.84259788,12031539.880479139,73747828.58160882,179025595.4409812,179025595.4409812,6791184.0 
 05/20  08:00:00,0.0,193009056.6485992,31400630.73565912,85222049.46327476,216276263.30252213,216276263.30252213,6791184.0 
 05/20  09:00:00,0.0,206499496.0400222,31041441.284638365,93345241.77096707,234659140.8895575,234659140.8895575,6791184.0 
 05/20  10:00:00,0.0,214688828.07353018,31041441.284638365,89863873.63909894,236019056.54173786,236019056.54173789,6791184.0 
 05/20  11:00:00,0.0,226927142.17894519,31041441.284638365,97987065.94679125,239800096.96558047,239800096.96558053,6791184.0 
 05/20  12:00:00,0.0,222617260.47292853,15520720.642319182,72652542.31660003,196329015.55887554,196329015.55887554,6791184.0 
 05/20  13:00:00,0.0,221973606.80903579,15520720.642319182,63368893.96495168,188504081.9628672,188504081.96286724,6791184.0 
 05/20  14:00:00,0.0,225003015.48925887,15520720.642319182,57566613.74517146,185928128.73621274,185928128.73621274,6791184.0 
 05/20  15:00:00,0.0,228159852.23804263,15520720.642319182,52924789.569347288,186685452.92770664,186685452.92770664,6791184.0 
 05/20  16:00:00,0.0,226980869.2208016,15520720.642319182,54085245.61330333,192833552.9104172,192833552.91041724,6791184.0 
 05/20  17:00:00,0.0,219396999.40974189,5173573.547439723,48348135.17247035,176940123.43600527,176940123.43600527,6791184.0 
 05/20  18:00:00,0.0,0.0,5181629.809087234,41385398.90873409,47279504.26945005,47279504.269450049,6791184.0 
 05/20  19:00:00,0.0,0.0,4469277.414244446,33399901.5013581,41235537.35393593,41235537.35393593,6791184.0 
 05/20  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/20  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/20  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/20  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/20  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/21  06:00:00,0.0,0.0,5897289.928284483,41385398.90873409,62133728.21787359,62133728.21787359,6791184.0 
 05/21  07:00:00,0.0,0.0,6124526.545322592,41385398.90873409,48222765.58254247,48222765.58254247,6791184.0 
 05/21  08:00:00,0.0,0.0,5393383.060601903,41385398.90873409,47491365.359276678,47491365.35927668,6791184.0 
 05/21  09:00:00,0.0,0.0,5190852.442697951,41385398.90873409,47288739.68696189,47288739.68696189,6791184.0 
 05/21  10:00:00,481168.45346562078,59891134.49239324,5173573.547439723,41385398.90873409,75836385.98129606,75836385.98129605,6791184.0 
 05/21  11:00:00,0.0,52325944.31646556,5173573.547439723,41385398.90873409,73071501.8382696,73071501.83826959,6791184.0 
 05/21  12:00:00,359246.0313380541,50458414.202362198,5173573.547439723,41385398.90873409,69317208.69992423,69317208.69992423,6791184.0 
 05/21  13:00:00,388023.6047764292,61837556.29520423,5173573.547439723,41385398.90873409,72434310.84395838,72434310.84395838,6791184.0 
 05/21  14:00:00,94198.19399255429,65610308.28221385,5173573.547439723,41385398.90873409,74011465.59763776,74011465.59763775,6791184.0 
 05/21  15:00:00,373786.74846778778,85518279.87394205,5173573.547439723,41385398.90873409,82839034.41090916,82839034.41090916,6791184.0 
 05/21  16:00:00,262279.7712208581,108037833.19556588,5173573.547439723,41385398.90873409,93769853.8304354,93769853.83043541,6791184.0 
 05/21  17:00:00,134734.0198937353,184267978.6203906,5173573.547439723,41385398.90873409,126797161.62779224,126797161.62779226,6791184.0 
 05/21  18:00:00,0.0,105845411.84287131,4361284.57259039,33399901.5013581,82006471.45173967,82006471.45173967,6791184.0 
 05/21  19:00:00,147700.15042037349,51685769.71394107,3871565.2849116956,33399901.5013581,61370572.66476291,61370572.6647629,6791184.0 
 05/21  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/21  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/21  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/21  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 05/21  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 05/22  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/22  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/22  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/22  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/22  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/22  06:00:00,371742.0019492547,217543182.36044989,10796058.157747005,55180531.87831212,167012282.03789468,167012282.03789468,6791184.0 
 05/22  07:00:00,0.0,214008839.08880789,35245145.520895238,95796493.41677365,221114239.43737424,221114239.4373743,6791184.0 
 05/22  08:00:00,0.0,266756422.09846915,93731127.00346998,204227663.7591693,419208325.8665735,419208325.8665735,6791184.0 
 05/22  09:00:00,0.0,281622736.0295986,93233076.2520448,174055806.61631219,400010379.8704225,400010379.8704224,6791184.0 
 05/22  10:00:00,0.0,317360626.7112019,93124323.85391507,167093070.35257594,404762466.4892209,404762466.4892209,6791184.0 
 05/22  11:00:00,0.0,341418900.21695926,93124323.85391507,174055806.61631219,425879534.7284876,425879534.7284877,16093982.928388842 
 05/22  12:00:00,0.0,363837144.42904296,93124323.85391507,177667514.30607478,440174635.4005376,440174635.4005376,31059128.68171849 
 05/22  13:00:00,0.0,391553615.28957518,93124323.85391507,179858086.8360924,451981761.7325142,451981761.73251429,25965900.606834987 
 05/22  14:00:00,0.0,392220987.3056849,93124323.85391507,167093070.35257594,441332057.89309456,441332057.8930945,15621535.781631934 
 05/22  15:00:00,0.0,400612614.2870181,93124323.85391507,167093070.35257594,451108023.62098279,451108023.62098279,15587793.311524805 
 05/22  16:00:00,0.0,458827062.4861082,93124323.85391507,177537174.74818034,500626661.86773166,500626661.8677316,25165943.143910339 
 05/22  17:00:00,0.0,422297662.8219065,51735735.47439728,140923939.57316489,406891127.5382111,406891127.5382111,11064867.54008381 
 05/22  18:00:00,0.0,347599809.7597066,31041441.284638365,69106004.40578464,279070704.7844804,279070704.78448036,10996453.242786769 
 05/22  19:00:00,0.0,275439174.8780814,36203291.16541402,59822356.05413629,240600349.59894244,240600349.59894244,10927075.256416295 
 05/22  20:00:00,0.0,234040568.2266131,26303943.895732467,59822356.05413629,219328262.18597526,219328262.18597526,6791184.0 
 05/22  21:00:00,0.0,225622908.02609108,26303943.895732467,55180531.87831212,210300968.5439055,210300968.5439055,6791184.0 
 05/22  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/22  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/22  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/23  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/23  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/23  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/23  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/23  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/23  06:00:00,301099.59322012218,226723838.9652064,10796058.157747005,55180531.87831212,193906750.99331323,193906750.99331326,6791184.0 
 05/23  07:00:00,0.0,222012251.05609224,35333223.51708101,95796493.41677365,245822516.1812245,245822516.18122453,6791184.0 
 05/23  08:00:00,0.0,286641081.53401306,93731127.00346998,204227663.7591693,455053244.14202466,455053244.14202466,6791184.0 
 05/23  09:00:00,0.0,293247371.76898309,93233076.2520448,174055806.61631219,433465118.8967935,433465118.89679357,6791184.0 
 05/23  10:00:00,0.0,305972095.0126512,93124323.85391507,167093070.35257594,409432580.18483856,409432580.18483856,6791184.0 
 05/23  11:00:00,0.0,333521851.5355301,93124323.85391507,174055806.61631219,421955179.96080389,421955179.9608039,20736456.74172546 
 05/23  12:00:00,0.0,344482154.1281469,93124323.85391507,177667514.30607478,430655198.22752657,430655198.22752657,31042570.678594088 
 05/23  13:00:00,0.0,382191440.69341477,93124323.85391507,179858086.8360924,449320064.85671988,449320064.85671988,25957286.993179565 
 05/23  14:00:00,0.0,410791501.98823586,93124323.85391507,167093070.35257594,452038278.7491987,452038278.7491988,15618922.006413006 
 05/23  15:00:00,0.0,451759063.46648105,93124323.85391507,167093070.35257594,477908942.14710137,477908942.1471013,15585199.097180095 
 05/23  16:00:00,0.0,488272874.063169,93124323.85391507,177537174.74818034,515006999.1830917,515006999.1830917,25159226.99635625 
 05/23  17:00:00,0.0,423336462.73865428,51735735.47439728,140923939.57316489,406143641.73568889,406143641.73568889,11064854.106365513 
 05/23  18:00:00,0.0,288607294.3981003,31183296.55094922,69106004.40578464,251903889.67286626,251903889.67286629,11000462.4686567 
 05/23  19:00:00,0.0,252097738.26594634,36632174.59040192,59822356.05413629,234085386.58725567,234085386.58725567,6791184.0 
 05/23  20:00:00,0.0,231130689.57677553,26303943.895732467,59822356.05413629,222042281.2265704,222042281.2265704,10930673.447573919 
 05/23  21:00:00,0.0,225165149.29697124,26303943.895732467,55180531.87831212,213635723.52181006,213635723.52181009,6791184.0 
 05/23  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/23  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/23  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/24  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/24  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/24  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/24  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/24  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/24  06:00:00,310161.5254603528,226510508.64961679,10829279.40873432,55180531.87831212,215189838.5735841,215189838.57358409,6791184.0 
 05/24  07:00:00,0.0,221318927.02996616,38327905.693772088,95796493.41677365,267369620.1762541,267369620.1762541,6791184.0 
 05/24  08:00:00,0.0,278948372.18034628,98162818.36737351,204227663.7591693,463522171.45381227,463522171.4538123,6791184.0 
 05/24  09:00:00,0.0,285432849.87431827,93721666.56362307,174055806.61631219,416645504.14550027,416645504.1455002,6791184.0 
 05/24  10:00:00,0.0,295247357.4827766,93124323.85391507,167093070.35257594,404384712.22183218,404384712.2218321,6791184.0 
 05/24  11:00:00,0.0,312086067.43016019,93124323.85391507,174055806.61631219,419911643.40104046,419911643.40104046,20729742.775574749 
 05/24  12:00:00,0.0,313626992.98483309,93124323.85391507,177667514.30607478,426008043.2010553,426008043.2010553,31038317.125832824 
 05/24  13:00:00,0.0,344847141.8039402,93124323.85391507,179858086.8360924,441427315.2029217,441427315.2029217,25946375.752798339 
 05/24  14:00:00,0.0,347770557.2232447,93124323.85391507,167093070.35257594,434502030.2868949,434502030.2868949,15619268.369916317 
 05/24  15:00:00,0.0,352673026.58326646,93124323.85391507,167093070.35257594,445153043.5981643,445153043.5981643,15588609.34051826 
 05/24  16:00:00,0.0,360771208.1666783,93124323.85391507,177537174.74818034,469919588.4826396,469919588.4826396,25115971.501160735 
 05/24  17:00:00,0.0,297701276.56618538,51755876.12851606,140923939.57316489,373422539.59064617,373422539.59064617,11109328.193808265 
 05/24  18:00:00,0.0,235537137.17231379,31509029.766767324,69106004.40578464,252761786.6720084,252761786.67200838,11001720.46937025 
 05/24  19:00:00,0.0,227113833.45058034,37297121.08876331,59822356.05413629,241475252.40068744,241475252.40068747,6791184.0 
 05/24  20:00:00,0.0,222418469.73833836,26303943.895732467,59822356.05413629,235939733.90083749,235939733.9008375,10923527.64397935 
 05/24  21:00:00,0.0,218434605.16321338,26303943.895732467,55180531.87831212,226240791.39502967,226240791.39502967,6791184.0 
 05/24  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 05/24  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 05/24  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 05/25  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/25  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/25  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/25  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/25  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 05/25  06:00:00,288205.9418460828,222675811.16485475,10829279.40873432,55180531.87831212,235879198.72012175,235879198.72012169,6791184.0 
 05/25  07:00:00,0.0,217304857.61740015,36766247.44493955,95796493.41677365,286259987.021335,286259987.021335,6791184.0 
 05/25  08:00:00,0.0,264762106.58793027,97037792.76469618,204227663.7591693,470508222.07481577,470508222.0748158,6791184.0 
 05/25  09:00:00,0.0,276074231.916848,93124323.85391507,174055806.61631219,424275408.7531971,424275408.7531971,6791184.0 
 05/25  10:00:00,0.0,289921654.6030566,93124323.85391507,167093070.35257594,421824999.5526013,421824999.5526013,6791184.0 
 05/25  11:00:00,0.0,323082851.10421696,93124323.85391507,174055806.61631219,442936679.9343242,442936679.9343242,20721664.686975719 
 05/25  12:00:00,0.0,332342387.09279307,93124323.85391507,177667514.30607478,451174109.69632038,451174109.6963204,29702855.826817156 
