Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 07/21  14:00:00,0.0,671775620.5930101,119991185.40467142,224813060.55296705,756140606.4414885,756140606.4414885,25487249.035888178 
 07/21  15:00:00,0.0,680423820.1746252,119991185.40467142,224813060.55296705,763789474.4887476,763789474.4887475,15538566.700170227 
 07/21  16:00:00,0.0,682114363.076901,119991185.40467142,224813060.55296705,762525731.0704389,762525731.0704389,15491582.105538188 
 07/21  17:00:00,0.0,667484453.0276508,119991185.40467142,224813060.55296705,746952746.672826,746952746.672826,20334056.832499178 
 07/21  18:00:00,0.0,623068168.2552337,120131322.63904399,224813060.55296705,709359024.2017967,709359024.2017965,11040018.203098666 
 07/21  19:00:00,0.0,560960845.0852194,136249710.75501783,224813060.55296705,679215896.8114243,679215896.8114243,10964239.055122832 
 07/21  20:00:00,0.0,523959508.63751509,152517470.7542746,224813060.55296705,681479331.3827055,681479331.3827052,6791184.0 
 07/21  21:00:00,0.0,502687152.1923927,152517470.7542746,224813060.55296705,667142868.9842668,667142868.9842666,6791184.0 
 07/21  22:00:00,0.0,487039028.0305234,152517470.7542746,224813060.55296705,655891507.3109742,655891507.3109742,6791184.0 
 07/21  23:00:00,4100434.77678473,118129760.32994443,152517470.7542746,224813060.55296705,452168773.9433086,452168773.9433086,6791184.0 
 07/21  24:00:00,2979334.4281862357,176036191.2765974,152517470.7542746,224813060.55296705,529680798.76867499,529680798.76867499,6791184.0 
 07/21  01:00:00,2912269.6080562558,181721250.01142229,152517470.7542746,224813060.55296705,527880104.3718891,527880104.371889,6791184.0 
 07/21  02:00:00,1757243.807345746,226618470.00451858,152517470.7542746,224813060.55296705,554082895.2375424,554082895.2375424,6791184.0 
 07/21  03:00:00,1500167.847512376,177012143.7739953,152517470.7542746,224813060.55296705,515358988.72619178,515358988.72619178,6791184.0 
 07/21  04:00:00,2719400.1112740074,216322833.53658507,152517470.7542746,224813060.55296705,539997047.1341548,539997047.1341549,6791184.0 
 07/21  05:00:00,1611774.8681095236,232707794.5418511,152517470.7542746,224813060.55296705,547463687.1351023,547463687.1351023,6791184.0 
 07/21  06:00:00,1747891.7895750844,210058382.58698539,152517470.7542746,224813060.55296705,540592460.5902013,540592460.5902013,6791184.0 
 07/21  07:00:00,582723.2718480271,380839152.7979544,131886500.00307139,224813060.55296705,718699040.8020036,718699040.8020036,6791184.0 
 07/21  08:00:00,0.0,380729889.12337496,119991185.40467142,224813060.55296705,750822389.1793487,750822389.1793487,6791184.0 
 07/21  09:00:00,225728.57410326543,481046108.4792463,119991185.40467142,224813060.55296705,733523980.7211707,733523980.7211706,6791184.0 
 07/21  10:00:00,0.0,596377037.3000045,119991185.40467142,224813060.55296705,742086034.2095306,742086034.2095305,6791184.0 
 07/21  11:00:00,0.0,646948683.888722,119991185.40467142,224813060.55296705,748827019.7489568,748827019.7489567,6791184.0 
 07/21  12:00:00,0.0,669053551.4956699,119991185.40467142,224813060.55296705,752838673.103252,752838673.1032522,18678733.751786207 
 07/21  13:00:00,0.0,668499335.4071443,119991185.40467142,224813060.55296705,744684644.6371484,744684644.6371483,22900583.527010628 
 07/21  14:00:00,0.0,675959852.475618,119991185.40467142,224813060.55296705,750279210.297245,750279210.297245,25554088.09013015 
 07/21  15:00:00,0.0,684261099.604861,119991185.40467142,224813060.55296705,756730240.0339935,756730240.0339933,15539174.861827147 
 07/21  16:00:00,0.0,684594967.159942,119991185.40467142,224813060.55296705,754358877.4234728,754358877.4234727,15492124.796370088 
 07/21  17:00:00,0.0,665885134.3525325,119991185.40467142,224813060.55296705,736418420.5338246,736418420.5338246,20333977.807503936 
 07/21  18:00:00,0.0,621228627.5875678,120131322.63904399,224813060.55296705,701204719.4287427,701204719.4287427,11040298.847394679 
 07/21  19:00:00,0.0,559333335.6333912,136249710.75501783,224813060.55296705,672357306.5930555,672357306.5930554,10964886.498839617 
 07/21  20:00:00,0.0,522281468.147871,152517470.7542746,224813060.55296705,675048286.0320078,675048286.0320077,6791184.0 
 07/21  21:00:00,0.0,500908203.19746336,152517470.7542746,224813060.55296705,660942992.2807243,660942992.2807242,6791184.0 
 07/21  22:00:00,0.0,485162250.5336879,152517470.7542746,224813060.55296705,649886774.579676,649886774.579676,6791184.0 
 07/21  23:00:00,4648596.271604867,136012785.18490625,152517470.7542746,224813060.55296705,473301743.9698412,473301743.9698412,6791184.0 
 07/21  24:00:00,2631753.4677696495,164545436.4833734,152517470.7542746,224813060.55296705,524490097.82353106,524490097.82353106,6791184.0 
 07/21  01:00:00,2958136.2592412906,204513694.57451348,152517470.7542746,224813060.55296705,538603943.8331834,538603943.8331833,6791184.0 
 07/21  02:00:00,1420858.226789125,220624621.76749028,152517470.7542746,224813060.55296705,543355009.1339269,543355009.1339269,6791184.0 
 07/21  03:00:00,1386388.2385418367,151658641.73762799,152517470.7542746,224813060.55296705,493123903.14674898,493123903.146749,6791184.0 
 07/21  04:00:00,2680338.0836345169,234511549.30904079,152517470.7542746,224813060.55296705,546259553.6095666,546259553.6095666,6791184.0 
 07/21  05:00:00,1322624.6552573436,226298771.32228906,152517470.7542746,224813060.55296705,536800059.1990371,536800059.1990371,6791184.0 
 07/21  06:00:00,1328794.4110505977,155555856.73209686,152517470.7542746,224813060.55296705,489448086.17026308,489448086.1702631,6791184.0 
 07/21  07:00:00,1246830.225302062,416999931.917716,131886500.00307139,224813060.55296705,710137179.2325348,710137179.2325347,6791184.0 
 07/21  08:00:00,0.0,353197516.205234,119991185.40467142,224813060.55296705,778441518.744855,778441518.744855,6791184.0 
 07/21  09:00:00,0.0,447285457.4262694,119991185.40467142,224813060.55296705,759809594.4241083,759809594.4241083,6791184.0 
 07/21  10:00:00,27825.795663026656,594167809.7855134,119991185.40467142,224813060.55296705,749337470.6728948,749337470.672895,6791184.0 
 07/21  11:00:00,0.0,643159265.0483401,119991185.40467142,224813060.55296705,748400262.9034852,748400262.9034853,6791184.0 
 07/21  12:00:00,0.0,670663172.9930129,119991185.40467142,224813060.55296705,749013373.5603258,749013373.5603256,18670925.169511416 
 07/21  13:00:00,0.0,670296045.2308059,119991185.40467142,224813060.55296705,739028434.1212461,739028434.121246,22908841.664542099 
 07/21  14:00:00,0.0,675266294.5667956,119991185.40467142,224813060.55296705,742059143.0039024,742059143.0039024,25554204.387608697 
 07/21  15:00:00,0.0,683347019.2636411,119991185.40467142,224813060.55296705,749469941.2813119,749469941.2813118,15539166.279866446 
 07/21  16:00:00,0.0,683496768.3599448,119991185.40467142,224813060.55296705,747259025.9241572,747259025.9241572,15492115.29546421 
 07/21  17:00:00,0.0,664631402.4866232,119991185.40467142,224813060.55296705,729467017.5452222,729467017.545222,20333986.628487305 
 07/21  18:00:00,0.0,619872446.0291808,120131322.63904399,224813060.55296705,694639219.5979692,694639219.5979692,11040287.896621559 
 07/21  19:00:00,0.0,557932076.447133,136249710.75501783,224813060.55296705,666363583.0484569,666363583.0484569,10964861.407793865 
 07/21  20:00:00,0.0,520786412.464209,152517470.7542746,224813060.55296705,669359318.7094328,669359318.7094328,6791184.0 
 07/21  21:00:00,0.0,499311692.9306695,152517470.7542746,224813060.55296705,655425337.7891481,655425337.7891481,6791184.0 
 07/21  22:00:00,0.0,483480240.6554013,152517470.7542746,224813060.55296705,644528946.2295051,644528946.2295051,6791184.0 
 07/21  23:00:00,4811531.551782682,134690731.60386289,152517470.7542746,224813060.55296705,488374634.5987341,488374634.598734,6791184.0 
 07/21  24:00:00,2553791.272813446,166603594.27542982,152517470.7542746,224813060.55296705,518607795.2314143,518607795.2314143,6791184.0 
 07/21  01:00:00,2138860.6752440419,185924911.17989946,152517470.7542746,224813060.55296705,508200105.18207529,508200105.18207529,6791184.0 
 07/21  02:00:00,1544981.6132161124,230105111.47396005,152517470.7542746,224813060.55296705,530228012.31580999,530228012.31580999,6791184.0 
 07/21  03:00:00,1298290.677136153,179204418.53276292,152517470.7542746,224813060.55296705,497048958.8761798,497048958.8761798,6791184.0 
 07/21  04:00:00,2333927.137578258,221106131.72565515,152517470.7542746,224813060.55296705,519033396.85840889,519033396.8584088,6791184.0 
 07/21  05:00:00,1515087.3623411253,234808095.08068357,152517470.7542746,224813060.55296705,524162907.31652739,524162907.31652739,6791184.0 
 07/21  06:00:00,1290019.175211425,182313033.82082654,152517470.7542746,224813060.55296705,492884707.40063038,492884707.40063038,6791184.0 
 07/21  07:00:00,1125271.67633511,433842329.0291228,131886500.00307139,224813060.55296705,645567143.8069981,645567143.8069981,6791184.0 
 07/21  08:00:00,0.0,418357665.3693617,119991185.40467142,224813060.55296705,774984177.4805999,774984177.4805999,6791184.0 
 07/21  09:00:00,0.0,350208400.3292041,119991185.40467142,224813060.55296705,779712240.396259,779712240.3962588,6791184.0 
 07/21  10:00:00,483714.53126595736,322999345.26794019,119991185.40467142,224813060.55296705,784036777.7585816,784036777.7585816,6791184.0 
 07/21  11:00:00,1183789.9443935597,531401708.79414597,119991185.40467142,224813060.55296705,788007926.4477558,788007926.4477557,6791184.0 
 07/21  12:00:00,0.0,633298693.374764,119991185.40467142,224813060.55296705,787685100.8550074,787685100.8550074,17616897.11684193 
 07/21  13:00:00,0.0,675716917.5647625,119991185.40467142,224813060.55296705,765296175.2257063,765296175.2257061,23996717.602922087 
 07/21  14:00:00,0.0,688823257.3636553,119991185.40467142,224813060.55296705,761174299.6484132,761174299.6484132,25550112.63950953 
 07/21  15:00:00,0.0,697634651.3455958,119991185.40467142,224813060.55296705,762959787.5464732,762959787.5464732,15541340.527148264 
 07/21  16:00:00,0.0,699717978.5338388,119991185.40467142,224813060.55296705,760154947.0595365,760154947.0595365,15495168.478886079 
 07/21  17:00:00,0.0,688230581.4252678,119991185.40467142,224813060.55296705,746164349.1775051,746164349.177505,20331214.802214784 
 07/21  18:00:00,0.0,641027389.5751213,120131322.63904399,224813060.55296705,704339285.1103594,704339285.1103594,11044708.102812393 
 07/21  19:00:00,0.0,575112101.77149,136249710.75501783,224813060.55296705,672406880.9517144,672406880.9517143,10974447.913740196 
 07/21  20:00:00,0.0,535163851.1007255,152517470.7542746,224813060.55296705,670925583.982363,670925583.9823629,6791184.0 
 07/21  21:00:00,0.0,511309811.55859407,152517470.7542746,224813060.55296705,651355647.717454,651355647.717454,6791184.0 
 07/21  22:00:00,0.0,392480442.0031332,152517470.7542746,224813060.55296705,713882551.5407044,713882551.5407043,6791184.0 
 07/21  23:00:00,4116832.0536406526,138056768.70172838,152517470.7542746,224813060.55296705,489229401.5282414,489229401.52824148,6791184.0 
 07/21  24:00:00,2333883.096131051,217198530.48719246,152517470.7542746,224813060.55296705,537490206.9962225,537490206.9962224,6791184.0 
 07/21  01:00:00,2057400.3005478583,212419200.18416865,152517470.7542746,224813060.55296705,519352341.5652236,519352341.56522366,6791184.0 
 07/21  02:00:00,1164174.2611301556,225487790.5625984,152517470.7542746,224813060.55296705,521446150.5265625,521446150.5265625,6791184.0 
 07/21  03:00:00,1165228.8392229547,155251940.64637543,152517470.7542746,224813060.55296705,478652639.70215776,478652639.70215776,6791184.0 
 07/21  04:00:00,2373357.3004918105,240985510.02923275,152517470.7542746,224813060.55296705,524944424.75227966,524944424.7522796,6791184.0 
 07/21  05:00:00,1205370.219887698,230053763.63049115,152517470.7542746,224813060.55296705,515619914.92210367,515619914.9221037,6791184.0 
 07/21  06:00:00,1217127.0521031228,158514985.64413185,152517470.7542746,224813060.55296705,475069207.9668639,475069207.9668638,6791184.0 
 07/21  07:00:00,1286759.6335607509,445409689.8571427,131886500.00307139,224813060.55296705,637575845.9487958,637575845.9487958,6791184.0 
 07/21  08:00:00,0.0,446591658.0185983,119991185.40467142,224813060.55296705,772285408.9473333,772285408.9473333,6791184.0 
 07/21  09:00:00,0.0,373359236.6912866,119991185.40467142,224813060.55296705,778435868.4211888,778435868.4211887,6791184.0 
 07/21  10:00:00,10954.008058620093,320107941.5929229,119991185.40467142,224813060.55296705,782553143.1796093,782553143.1796093,6791184.0 
 07/21  11:00:00,101428.95875248229,411001684.60487177,119991185.40467142,224813060.55296705,786721000.0950965,786721000.0950965,6791184.0 
 07/21  12:00:00,0.0,606405420.026177,119991185.40467142,224813060.55296705,789227793.6773179,789227793.6773177,17757877.97703987 
 07/21  13:00:00,0.0,682554657.2839015,119991185.40467142,224813060.55296705,781038737.7360574,781038737.7360573,23851490.608920877 
 07/21  14:00:00,0.0,700689348.2665547,119991185.40467142,224813060.55296705,765159530.557189,765159530.557189,25550318.681815555 
 07/21  15:00:00,0.0,708321563.726924,119991185.40467142,224813060.55296705,761224897.4612839,761224897.4612839,15541199.04721616 
 07/21  16:00:00,0.0,709956106.9406598,119991185.40467142,224813060.55296705,757418100.7221357,757418100.7221357,15495048.530601494 
 07/21  17:00:00,0.0,692503197.7332918,119991185.40467142,224813060.55296705,737599612.8968484,737599612.8968483,20331625.63218748 
 07/21  18:00:00,0.0,642408837.1130192,120131322.63904399,224813060.55296705,696599235.9625377,696599235.9625375,11044133.58942141 
 07/21  19:00:00,0.0,576594897.2801836,136249710.75501783,224813060.55296705,666301918.2601506,666301918.2601506,10973238.530432946 
 07/21  20:00:00,0.0,536355266.4458028,152517470.7542746,224813060.55296705,665778109.4417881,665778109.441788,6791184.0 
 07/21  21:00:00,0.0,448840115.6021945,152517470.7542746,224813060.55296705,691993622.9550691,691993622.955069,6791184.0 
 07/21  22:00:00,0.0,361024932.2544587,152517470.7542746,224813060.55296705,780039203.867492,780039203.8674919,6791184.0 
 07/21  23:00:00,3531575.1320993935,158254429.81335975,152517470.7542746,224813060.55296705,498635639.08055546,498635639.0805553,6791184.0 
 07/21  24:00:00,1819823.2817611986,207820113.9524029,152517470.7542746,224813060.55296705,524303894.3738395,524303894.3738395,6791184.0 
 07/21  01:00:00,2071590.467938826,211943176.35561423,152517470.7542746,224813060.55296705,517688309.7206634,517688309.7206634,6791184.0 
 07/21  02:00:00,1179571.998160574,225138427.53220649,152517470.7542746,224813060.55296705,519951162.21266677,519951162.21266677,6791184.0 
 07/21  03:00:00,1174501.4768496692,155063870.74402405,152517470.7542746,224813060.55296705,477645034.67476919,477645034.6747692,6791184.0 
 07/21  04:00:00,2383480.130310688,240628032.8596434,152517470.7542746,224813060.55296705,523352138.2621216,523352138.2621216,6791184.0 
 07/21  05:00:00,1209892.0488738754,229677431.32868795,152517470.7542746,224813060.55296705,514132904.4835456,514132904.48354569,6791184.0 
 07/21  06:00:00,1221058.766828125,158267315.16658915,152517470.7542746,224813060.55296705,474037020.07931837,474037020.07931837,6791184.0 
 07/21  07:00:00,1301518.4557613389,445269373.5111498,131886500.00307139,224813060.55296705,633466995.4567915,633466995.4567914,6791184.0 
 07/21  08:00:00,0.0,452901344.6983918,119991185.40467142,224813060.55296705,771495336.0872277,771495336.0872277,6791184.0 
 07/21  09:00:00,0.0,378614810.43037566,119991185.40467142,224813060.55296705,778127497.7830079,778127497.7830078,6791184.0 
 07/21  10:00:00,0.0,327471305.4105649,119991185.40467142,224813060.55296705,782192697.1928872,782192697.1928871,6791184.0 
 07/21  11:00:00,2153.7858364346905,414256244.59191229,119991185.40467142,224813060.55296705,786315467.8335452,786315467.8335452,6791184.0 
 07/21  12:00:00,0.0,610394625.346054,119991185.40467142,224813060.55296705,788627601.5881779,788627601.588178,17913375.829461725 
 07/21  13:00:00,0.0,685437928.5037584,119991185.40467142,224813060.55296705,778937348.0138128,778937348.0138128,23692232.51642268 
 07/21  14:00:00,0.0,702084424.6357396,119991185.40467142,224813060.55296705,762513131.06681,762513131.06681,25550800.941884877 
 07/21  15:00:00,0.0,709750370.1129598,119991185.40467142,224813060.55296705,759116377.0669972,759116377.066997,15540945.018024752 
 07/21  16:00:00,0.0,710116556.4664856,119991185.40467142,224813060.55296705,753951174.5701598,753951174.5701597,15494713.17276298 
 07/21  17:00:00,0.0,687649538.4914768,119991185.40467142,224813060.55296705,730030653.9951065,730030653.9951065,20331880.772962065 
 07/21  18:00:00,0.0,638461009.9247835,120131322.63904399,224813060.55296705,691699500.9918578,691699500.9918577,11043498.56330196 
 07/21  19:00:00,0.0,573275455.8837705,136249710.75501783,224813060.55296705,662385530.1169453,662385530.1169452,10971899.098393383 
 07/21  20:00:00,0.0,533396897.3349319,152517470.7542746,224813060.55296705,662912639.7525735,662912639.7525735,6791184.0 
 07/21  21:00:00,0.0,433762206.2823601,152517470.7542746,224813060.55296705,695105964.9570167,695105964.9570167,6791184.0 
 07/21  22:00:00,0.0,365623246.90670958,152517470.7542746,224813060.55296705,787336210.7864711,787336210.786471,6791184.0 
 07/21  23:00:00,3949146.150960762,148791141.51172573,152517470.7542746,224813060.55296705,491200563.7101103,491200563.71011027,6791184.0 
 07/21  24:00:00,1888508.1075242914,208710528.84717829,152517470.7542746,224813060.55296705,523240136.9922972,523240136.99229726,6791184.0 
 07/21  01:00:00,1995620.3971711703,219328817.58300109,152517470.7542746,224813060.55296705,560726556.4489392,560726556.4489393,6791184.0 
 07/21  02:00:00,1434960.0647071577,226938537.90454997,152517470.7542746,224813060.55296705,573658410.7589283,573658410.7589282,6791184.0 
 07/21  03:00:00,1665342.5276291287,154322066.8836177,152517470.7542746,224813060.55296705,513220299.2856916,513220299.2856917,6791184.0 
 07/21  04:00:00,2851516.6123371657,235925350.45751784,152517470.7542746,224813060.55296705,576229924.1009367,576229924.1009367,6791184.0 
 07/21  05:00:00,1474623.6307126648,236776616.15520788,152517470.7542746,224813060.55296705,570753934.6374807,570753934.6374806,6791184.0 
 07/21  06:00:00,1715211.9127222305,180696836.53017185,152517470.7542746,224813060.55296705,547851167.3167977,547851167.3167977,6791184.0 
 07/21  07:00:00,1215544.3075166317,337712452.82219716,131407025.59753889,224813060.55296705,746002240.0590466,746002240.0590465,6791184.0 
 07/21  08:00:00,90265.34983967868,433946891.5193405,119991185.40467142,224813060.55296705,746640816.7018496,746640816.7018494,6791184.0 
 07/21  09:00:00,143436.6347413219,567397579.6954215,119991185.40467142,224813060.55296705,748327409.3964665,748327409.3964666,6791184.0 
 07/21  10:00:00,0.0,613125154.6696677,119991185.40467142,224813060.55296705,759911294.0260815,759911294.0260813,6791184.0 
 07/21  11:00:00,0.0,633630256.5147554,119991185.40467142,224813060.55296705,772152423.7463727,772152423.7463727,6791184.0 
 07/21  12:00:00,0.0,631564657.9128194,119991185.40467142,224813060.55296705,780879737.9867818,780879737.9867818,18165859.079531529 
 07/21  13:00:00,0.0,622876652.4423173,119991185.40467142,224813060.55296705,787017713.6426395,787017713.6426394,23427170.70206455 
 07/21  14:00:00,0.0,622499874.9681558,119991185.40467142,224813060.55296705,799966894.1514719,799966894.1514719,25546916.711727129 
 07/21  15:00:00,0.0,619735978.8719783,119991185.40467142,224813060.55296705,811436242.2103989,811436242.2103989,15538511.6640939 
 07/21  16:00:00,0.0,617135429.1085925,119991185.40467142,224813060.55296705,810032750.0515795,810032750.0515792,15492530.344840732 
