Date/Time,Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 09/26  13:00:00,1.0,581.875,0.0,480087575.5249349,93124323.85391507,179858086.8360924 
 09/26  14:00:00,1.0,605.8125,0.0,503309187.4585043,93124323.85391507,167093070.35257594 
 09/26  15:00:00,2.25,516.0625,0.0,527520609.6598058,93124323.85391507,167093070.35257594 
 09/26  16:00:00,3.0,561.125,0.0,548628200.5168524,93124323.85391507,177537174.74818034 
 09/26  17:00:00,3.0,587.3125,0.0,467089306.68800178,51735735.47439728,140923939.57316489 
 09/26  18:00:00,3.0,269.375,0.0,343202568.30060198,31264729.85490375,69106004.40578464 
 09/26  19:00:00,3.0,19.0,0.0,279569328.79402628,38240545.34742839,59822356.05413629 
 09/26  20:00:00,3.0,0.0,0.0,244025213.38552708,26303943.895732467,59822356.05413629 
 09/26  21:00:00,1.75,0.0,0.0,233586834.18573306,26303943.895732467,55180531.87831212 
 09/26  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 09/26  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 09/26  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 09/27  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/27  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/27  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/27  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/27  05:00:00,0.0,0.0,504243.61476514345,84493989.22340288,3861201.791338584,44533202.00181078 
 09/27  06:00:00,0.0,0.0,0.0,233510303.99084605,10829279.40873432,55180531.87831212 
 09/27  07:00:00,0.0,0.0,0.0,232380470.32758413,39455915.84359869,95796493.41677365 
 09/27  08:00:00,0.0,0.0,0.0,330162292.4793884,104437784.58499055,204227663.7591693 
 09/27  09:00:00,0.625,0.0,0.0,334667618.741022,93778931.08263508,174055806.61631219 
 09/27  10:00:00,1.0,0.0,0.0,352570810.0110774,93124323.85391507,167093070.35257594 
 09/27  11:00:00,1.0,0.0,0.0,386995447.68573787,93124323.85391507,174055806.61631219 
 09/27  12:00:00,1.0,0.0,0.0,401553540.236518,93124323.85391507,177667514.30607478 
 09/27  13:00:00,1.0,0.0,0.0,439899864.6436655,93124323.85391507,179858086.8360924 
 09/27  14:00:00,1.0,0.0,0.0,443688206.38198128,93124323.85391507,167093070.35257594 
 09/27  15:00:00,1.0,0.0,0.0,444762855.71620318,93124323.85391507,167093070.35257594 
 09/27  16:00:00,1.0,0.0,0.0,445651134.67161968,93124323.85391507,177537174.74818034 
 09/27  17:00:00,1.0,0.0,0.0,362923310.67605927,51796157.436753619,140923939.57316489 
 09/27  18:00:00,1.0,0.0,0.0,265354741.903862,31769634.581006916,69106004.40578464 
 09/27  19:00:00,1.0,0.0,0.0,242167292.05439324,38805834.63029933,59822356.05413629 
 09/27  20:00:00,1.0,0.0,0.0,231375279.2343597,26303943.895732467,59822356.05413629 
 09/27  21:00:00,1.0,0.0,0.0,227885193.99919976,26303943.895732467,55180531.87831212 
 09/27  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 09/27  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 09/27  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 09/28  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/28  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/28  03:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/28  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/28  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/28  06:00:00,1.0,0.0,624682.535272569,243761344.50559379,10829279.40873432,55180531.87831212 
 09/28  07:00:00,1.0,11.0625,0.0,232159679.36134855,38331385.61250842,95796493.41677365 
 09/28  08:00:00,1.0,69.75,0.0,330887836.4750071,97210163.12459469,204227663.7591693 
 09/28  09:00:00,1.0,141.5,0.0,353376752.37903919,93124323.85391507,174055806.61631219 
 09/28  10:00:00,1.0,151.75,0.0,385782877.7071911,93124323.85391507,167093070.35257594 
 09/28  11:00:00,1.0,63.3125,0.0,398918888.165185,93124323.85391507,174055806.61631219 
 09/28  12:00:00,1.0,205.5,0.0,432042438.4465978,93124323.85391507,177667514.30607478 
 09/28  13:00:00,1.0,17.125,0.0,450083223.34823068,93124323.85391507,179858086.8360924 
 09/28  14:00:00,1.0,66.5625,0.0,452286841.37196108,93124323.85391507,167093070.35257594 
 09/28  15:00:00,1.0,266.25,0.0,503990072.68492016,93124323.85391507,167093070.35257594 
 09/28  16:00:00,1.0,22.1875,0.0,472892816.40136006,93124323.85391507,177537174.74818034 
 09/28  17:00:00,1.0,0.0,0.0,372321858.2139599,51816298.09087239,140923939.57316489 
 09/28  18:00:00,1.0,0.0,0.0,273418177.94653037,32103437.02195537,69106004.40578464 
 09/28  19:00:00,1.0,0.0,0.0,246161399.85061253,39455915.84359869,59822356.05413629 
 09/28  20:00:00,1.0,0.0,0.0,234031766.85477985,26303943.895732467,59822356.05413629 
 09/28  21:00:00,1.625,0.0,0.0,229801371.0733812,26303943.895732467,55180531.87831212 
 09/28  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 09/28  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 09/28  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 09/29  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/29  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/29  03:00:00,1.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/29  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/29  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 09/29  06:00:00,1.0,0.0,631435.1289532156,246323012.66202016,10829279.40873432,55180531.87831212 
 09/29  07:00:00,1.0,15.5625,0.0,236797858.03405074,38225783.52361137,95796493.41677365 
 09/29  08:00:00,1.0,62.25,0.0,337465825.918424,95796354.37261009,204227663.7591693 
 09/29  09:00:00,1.625,56.375,0.0,347472627.2505692,93685415.7642465,174055806.61631219 
 09/29  10:00:00,2.0,204.75,0.0,407785160.14438846,93124323.85391507,167093070.35257594 
 09/29  11:00:00,2.0,90.75,0.0,424161284.22887566,93124323.85391507,174055806.61631219 
 09/29  12:00:00,2.0,294.75,0.0,469717597.1027225,93124323.85391507,177667514.30607478 
 09/29  13:00:00,2.0,24.5625,0.0,476061655.46973249,93124323.85391507,179858086.8360924 
 09/29  14:00:00,2.0,0.0,0.0,458507636.8471664,93124323.85391507,167093070.35257594 
 09/29  15:00:00,1.375,0.0,0.0,455653068.68665066,93124323.85391507,167093070.35257594 
 09/29  16:00:00,1.0,0.0,0.0,456566871.1615887,93124323.85391507,177537174.74818034 
 09/29  17:00:00,1.0,48.0,0.0,377893326.2940376,51735735.47439728,140923939.57316489 
 09/29  18:00:00,1.0,192.0,0.0,326825941.87305667,31077694.462052164,69106004.40578464 
 09/29  19:00:00,1.0,0.0,0.0,259443744.16524146,39455915.84359869,59822356.05413629 
 09/29  20:00:00,1.0,0.0,0.0,237294953.88225547,26303943.895732467,59822356.05413629 
 09/29  21:00:00,1.0,0.0,0.0,231293549.89089106,26303943.895732467,55180531.87831212 
 09/29  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 09/29  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 09/29  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 09/30  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  06:00:00,0.0,0.0,597446.275860615,239816271.39744393,10829279.40873432,55180531.87831212 
 09/30  07:00:00,0.0,8.4375,0.0,226314066.48488794,12956409.917622425,73747828.58160882 
 09/30  08:00:00,0.0,53.8125,0.0,227332769.850646,33252211.36338781,85222049.46327476 
 09/30  09:00:00,0.625,83.0625,0.0,230191625.588126,31126026.48318371,93345241.77096707 
 09/30  10:00:00,1.0,6.6875,0.0,231854283.9451744,31041441.284638365,89863873.63909894 
 09/30  11:00:00,1.0,40.875,0.0,241436391.97920407,31041441.284638365,97987065.94679125 
 09/30  12:00:00,1.0,163.5,0.0,261520935.49252979,15520720.642319182,72652542.31660003 
 09/30  13:00:00,1.0,63.125,0.0,261379175.22486625,15520720.642319182,63368893.96495168 
 09/30  14:00:00,1.0,251.0625,0.0,292972193.14732328,15520720.642319182,57566613.74517146 
 09/30  15:00:00,1.625,228.75,0.0,307546731.3197691,15520720.642319182,52924789.569347288 
 09/30  16:00:00,2.0,87.4375,0.0,275797579.7745051,15520720.642319182,54085245.61330333 
 09/30  17:00:00,2.0,324.5625,0.0,239979769.74362035,5173573.547439723,48348135.17247035 
 09/30  18:00:00,2.0,205.5,103981.80888901696,150212785.942748,5210788.309150621,41385398.90873409 
 09/30  19:00:00,2.0,0.0,0.0,60225496.62748164,4802369.727932371,33399901.5013581 
 09/30  20:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  21:00:00,1.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 09/30  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  06:00:00,0.0,0.0,0.0,0.0,5897289.928284483,41385398.90873409 
 10/01  07:00:00,0.0,35.8125,0.0,0.0,6211164.933232791,41385398.90873409 
 10/01  08:00:00,0.0,143.25,0.0,0.0,5228407.2318958989,41385398.90873409 
 10/01  09:00:00,0.0,11.9375,0.0,0.0,5181629.28063452,41385398.90873409 
 10/01  10:00:00,0.0,110.4375,1072498.7656979743,61358161.85342915,5173573.547439723,41385398.90873409 
 10/01  11:00:00,0.0,441.75,195946.62207961808,139221592.3863215,5173573.547439723,41385398.90873409 
 10/01  12:00:00,0.0,36.8125,225185.4018241023,151966683.06207604,5173573.547439723,41385398.90873409 
 10/01  13:00:00,0.0,0.0,39000.32955626855,150332822.6311002,5173573.547439723,41385398.90873409 
 10/01  14:00:00,0.0,0.0,63389.702816592966,109825582.35937046,5173573.547439723,41385398.90873409 
 10/01  15:00:00,2.5,0.0,11114.354283686407,151106422.92040504,5173573.547439723,41385398.90873409 
 10/01  16:00:00,4.0,0.0,0.0,130278954.44620687,5173573.547439723,41385398.90873409 
 10/01  17:00:00,4.0,43.6875,71582.66191936382,116165183.03172505,5173573.547439723,41385398.90873409 
 10/01  18:00:00,4.0,174.75,199006.33019360133,178197237.08619813,4334396.938010403,33399901.5013581 
 10/01  19:00:00,4.0,0.0,117347.46445835827,167954635.32536976,4170591.101281594,33399901.5013581 
 10/01  20:00:00,4.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  21:00:00,2.125,0.0,19794.995987970782,42701756.824623469,3861201.791338584,33399901.5013581 
 10/01  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/01  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/02  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/02  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/02  03:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/02  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/02  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/02  06:00:00,1.0,0.0,313329.4122576621,236807528.74995644,10829279.40873432,55180531.87831212 
 10/02  07:00:00,1.0,20.625,0.0,239952734.20945365,38283048.042623359,95796493.41677365 
 10/02  08:00:00,1.0,133.5,0.0,319115163.08911398,96520379.9833653,204227663.7591693 
 10/02  09:00:00,2.25,210.875,0.0,341390617.45325806,93124323.85391507,174055806.61631219 
 10/02  10:00:00,3.0,17.0,0.0,345657898.55319276,93124323.85391507,167093070.35257594 
 10/02  11:00:00,3.0,104.8125,0.0,381787260.3898671,93124323.85391507,174055806.61631219 
 10/02  12:00:00,3.0,419.25,0.0,429564539.2619756,93124323.85391507,177667514.30607478 
 10/02  13:00:00,3.0,34.9375,0.0,448562769.0684949,93124323.85391507,179858086.8360924 
 10/02  14:00:00,3.0,0.0,0.0,442936646.90889,93124323.85391507,167093070.35257594 
 10/02  15:00:00,2.375,138.0,0.0,459151324.44412878,93124323.85391507,167093070.35257594 
 10/02  16:00:00,2.0,673.6875,0.0,540132420.9647924,93124323.85391507,177537174.74818034 
 10/02  17:00:00,2.0,574.5625,0.0,471056952.2521867,51735735.47439728,140923939.57316489 
 10/02  18:00:00,2.0,207.8125,0.0,349141115.6094073,31264729.85490375,69106004.40578464 
 10/02  19:00:00,2.0,0.0,0.0,266588336.8273331,39455915.84359869,59822356.05413629 
 10/02  20:00:00,2.0,0.0,0.0,238427198.42645753,26303943.895732467,59822356.05413629 
 10/02  21:00:00,2.625,0.0,0.0,229405686.31479413,26303943.895732467,55180531.87831212 
 10/02  22:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 10/02  23:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 10/02  24:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 10/03  01:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/03  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/03  03:00:00,2.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/03  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/03  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/03  06:00:00,2.0,0.0,283604.94553839878,231253287.89013998,10829279.40873432,55180531.87831212 
 10/03  07:00:00,2.0,15.75,0.0,228854344.44916175,38283048.042623359,95796493.41677365 
 10/03  08:00:00,2.0,102.9375,0.0,300914669.4782289,96447878.38461215,204227663.7591693 
 10/03  09:00:00,2.0,165.0,0.0,320274628.53587946,93124323.85391507,174055806.61631219 
 10/03  10:00:00,2.0,13.3125,0.0,324284664.666052,93124323.85391507,167093070.35257594 
 10/03  11:00:00,2.0,0.0,0.0,347698689.55906966,93124323.85391507,174055806.61631219 
 10/03  12:00:00,2.0,0.0,0.0,358526211.6849395,93124323.85391507,177667514.30607478 
 10/03  13:00:00,2.0,0.0,0.0,394818137.49034109,93124323.85391507,179858086.8360924 
 10/03  14:00:00,2.0,108.1875,0.0,416734802.9105725,93124323.85391507,167093070.35257594 
 10/03  15:00:00,2.0,551.0625,0.0,506879573.79248598,93124323.85391507,167093070.35257594 
 10/03  16:00:00,2.0,509.3125,0.0,543684405.0835589,93124323.85391507,177537174.74818034 
 10/03  17:00:00,2.0,79.5625,0.0,396723155.92354908,51735735.47439728,140923939.57316489 
 10/03  18:00:00,2.0,160.5,0.0,321557703.1632408,31183296.550949225,69106004.40578464 
 10/03  19:00:00,2.0,0.0,0.0,255069109.80121196,39455915.84359869,59822356.05413629 
 10/03  20:00:00,2.0,0.0,0.0,233534691.95924539,26303943.895732467,59822356.05413629 
 10/03  21:00:00,2.0,0.0,0.0,227060822.31800426,26303943.895732467,55180531.87831212 
 10/03  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 10/03  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 10/03  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 10/04  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/04  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/04  03:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/04  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/04  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/04  06:00:00,2.0,0.0,610500.4568434237,237825472.04506196,10829279.40873432,55180531.87831212 
 10/04  07:00:00,2.0,9.1875,0.0,225944774.7569909,38869229.75286727,95796493.41677365 
 10/04  08:00:00,2.0,36.75,0.0,294650953.34159937,100471694.4494599,204227663.7591693 
 10/04  09:00:00,2.625,3.0625,0.0,294460258.59146586,94454552.03099048,174055806.61631219 
 10/04  10:00:00,3.0,0.0,0.0,301880674.0303457,93124323.85391507,167093070.35257594 
 10/04  11:00:00,3.0,48.9375,0.0,328067672.30897238,93124323.85391507,174055806.61631219 
 10/04  12:00:00,3.0,195.75,0.0,364041100.0055753,93124323.85391507,177667514.30607478 
 10/04  13:00:00,3.0,75.9375,0.0,391170088.9207146,93124323.85391507,179858086.8360924 
 10/04  14:00:00,3.0,302.625,0.0,437311632.5089746,93124323.85391507,167093070.35257594 
 10/04  15:00:00,2.375,276.375,0.0,464789019.51881018,93124323.85391507,167093070.35257594 
 10/04  16:00:00,2.0,107.8125,0.0,438650365.8475719,93124323.85391507,177537174.74818034 
 10/04  17:00:00,2.0,345.75,0.0,393989386.1566479,51735735.47439728,140923939.57316489 
 10/04  18:00:00,2.0,28.8125,0.0,280402751.9494807,32564364.235471824,69106004.40578464 
 10/04  19:00:00,2.0,0.0,0.0,242617428.1954511,39455915.84359869,59822356.05413629 
 10/04  20:00:00,2.0,0.0,0.0,229919631.98676089,26303943.895732467,59822356.05413629 
 10/04  21:00:00,2.0,0.0,0.0,225075715.38379268,26303943.895732467,55180531.87831212 
 10/04  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 10/04  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 10/04  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 10/05  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/05  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/05  03:00:00,1.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/05  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/05  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/05  06:00:00,1.0,0.0,586541.9073873357,236452720.5662979,10829279.40873432,55180531.87831212 
 10/05  07:00:00,1.0,0.0,0.0,224404142.92115999,39455915.84359869,95796493.41677365 
 10/05  08:00:00,1.0,0.0,0.0,290733008.34522119,108325654.31597594,204227663.7591693 
 10/05  09:00:00,0.375,0.0,0.0,291061667.97394898,94735105.12026787,174055806.61631219 
 10/05  10:00:00,0.0,0.0,0.0,299510081.31137678,93124323.85391507,167093070.35257594 
 10/05  11:00:00,0.0,0.0,0.0,322055243.0273676,93124323.85391507,174055806.61631219 
 10/05  12:00:00,0.0,0.0,0.0,332350607.9259969,93124323.85391507,177667514.30607478 
 10/05  13:00:00,0.0,0.0,0.0,368030124.1489367,93124323.85391507,179858086.8360924 
 10/05  14:00:00,0.0,0.0,0.0,371304200.1064212,93124323.85391507,167093070.35257594 
 10/05  15:00:00,1.25,0.0,0.0,368741126.8092625,93124323.85391507,167093070.35257594 
 10/05  16:00:00,2.0,0.0,0.0,367925946.4588814,93124323.85391507,177537174.74818034 
 10/05  17:00:00,2.0,0.0,0.0,294968034.01669219,51856579.399109948,140923939.57316489 
 10/05  18:00:00,2.0,0.0,0.0,234391313.9306044,32626707.781064206,69106004.40578464 
 10/05  19:00:00,2.0,0.0,0.0,226590150.41213555,39455915.84359869,59822356.05413629 
 10/05  20:00:00,2.0,0.0,0.0,221364813.4901532,26303943.895732467,59822356.05413629 
 10/05  21:00:00,2.0,0.0,0.0,217544585.47694955,26303943.895732467,55180531.87831212 
 10/05  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 10/05  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 10/05  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 10/06  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/06  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/06  03:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/06  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/06  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 10/06  06:00:00,2.0,0.0,302083.6583653413,219706546.17593057,10829279.40873432,55180531.87831212 
 10/06  07:00:00,2.0,0.0,0.0,213675664.57600499,39455915.84359869,95796493.41677365 
 10/06  08:00:00,2.0,0.0,0.0,259238236.44395376,106632489.25048381,204227663.7591693 
 10/06  09:00:00,0.75,0.0,0.0,261894563.9005272,94584325.28286729,174055806.61631219 
 10/06  10:00:00,0.0,0.0,0.0,271411478.2891816,93124323.85391507,167093070.35257594 
 10/06  11:00:00,0.0,0.0,0.0,293274249.7858951,93124323.85391507,174055806.61631219 
 10/06  12:00:00,0.0,0.0,0.0,298347372.51725807,93124323.85391507,177667514.30607478 
 10/06  13:00:00,0.0,0.0,0.0,334167027.358957,93124323.85391507,179858086.8360924 
 10/06  14:00:00,0.0,0.0,0.0,342573585.2961939,93124323.85391507,167093070.35257594 
 10/06  15:00:00,0.0,0.0,0.0,349699601.52226707,93124323.85391507,167093070.35257594 
 10/06  16:00:00,0.0,0.0,0.0,355107494.8825185,93124323.85391507,177537174.74818034 
 10/06  17:00:00,0.0,0.0,0.0,292542506.0365336,51816298.09087239,140923939.57316489 
 10/06  18:00:00,0.0,0.0,0.0,232070540.27018828,32578373.38189543,69106004.40578464 
 10/06  19:00:00,0.0,0.0,0.0,225471137.92509789,39455915.84359869,59822356.05413629 
 10/06  20:00:00,0.0,0.0,0.0,220253479.849013,26303943.895732467,59822356.05413629 
 10/06  21:00:00,0.0,0.0,0.0,216051422.33133347,26303943.895732467,55180531.87831212 
 10/06  22:00:00,0.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 10/06  23:00:00,0.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 10/06  24:00:00,0.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 10/07  01:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  02:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  03:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  06:00:00,0.0,0.0,274816.31843018016,218227883.27252595,10829279.40873432,55180531.87831212 
 10/07  07:00:00,0.0,0.0,0.0,209677337.2916736,13151971.947866233,73747828.58160882 
 10/07  08:00:00,0.0,0.0,0.0,209329869.01136483,37726363.233487349,85222049.46327476 
 10/07  09:00:00,0.0,0.0,0.0,209152623.04528535,31952435.195730434,93345241.77096707 
 10/07  10:00:00,0.0,0.0,0.0,209951577.0256188,31096780.25701894,89863873.63909894 
 10/07  11:00:00,0.0,0.0,0.0,212591006.4914689,31041441.284638365,97987065.94679125 
 10/07  12:00:00,0.0,0.0,0.0,212778400.45048658,15520720.642319182,72652542.31660003 
 10/07  13:00:00,0.0,0.0,0.0,213841375.86636044,15520720.642319182,63368893.96495168 
 10/07  14:00:00,0.0,0.0,0.0,214493620.41983564,15520720.642319182,57566613.74517146 
 10/07  15:00:00,0.0,0.0,0.0,214580248.70415483,15520720.642319182,52924789.569347288 
 10/07  16:00:00,0.0,0.0,0.0,214190307.98371239,15520720.642319182,54085245.61330333 
 10/07  17:00:00,0.0,0.0,0.0,211996120.09055288,5215983.736729831,48348135.17247035 
 10/07  18:00:00,0.0,0.0,0.0,0.0,5539611.157781437,41385398.90873409 
 10/07  19:00:00,0.0,0.0,0.0,0.0,4802369.727932371,33399901.5013581 
 10/07  20:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  21:00:00,1.25,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  22:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  23:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/07  24:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  03:00:00,0.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 10/08  06:00:00,0.0,0.0,0.0,0.0,5897289.928284483,41385398.90873409 
 10/08  07:00:00,0.0,9.1875,0.0,0.0,6478204.958811212,41385398.90873409 
 10/08  08:00:00,0.0,62.0625,0.0,0.0,5535993.427335203,41385398.90873409 
 10/08  09:00:00,0.0,104.3125,0.0,0.0,5179615.347335821,41385398.90873409 
 10/08  10:00:00,0.0,8.4375,0.0,0.0,5173573.547439723,41385398.90873409 
 10/08  11:00:00,0.0,54.0,0.0,0.0,5173573.547439723,41385398.90873409 
 10/08  12:00:00,0.0,276.75,525878.4312873689,94135038.25025147,5173573.547439723,41385398.90873409 
 10/08  13:00:00,0.0,261.0,541759.5617731655,151776901.4115809,5173573.547439723,41385398.90873409 
 10/08  14:00:00,0.0,91.875,194588.10996132453,99325865.22890069,5173573.547439723,41385398.90873409 
 10/08  15:00:00,1.25,286.5,384590.70574313137,160302243.1214715,5173573.547439723,41385398.90873409 
 10/08  16:00:00,2.0,23.875,83874.24818046457,128767661.36567664,5173573.547439723,41385398.90873409 
 10/08  17:00:00,2.0,0.0,33913.40012617329,82501844.93068539,5185657.939910989,41385398.90873409 
 10/08  18:00:00,2.0,0.0,181988.0992945486,44333321.25523277,4416120.906561374,33399901.5013581 
