Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 09/29  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  06:00:00,3181206.9290186527,38370.065238936695,8012822.756589862,9361966.1289885 
 09/29  07:00:00,4107050.4399047845,0.0,50317821.21582259,10683204.881647502 
 09/29  08:00:00,309214.22871676538,2709788.3176420277,55528731.07340592,36126625.763295 
 09/29  09:00:00,0.0,2667524.029275771,54585956.9834477,36126625.763295 
 09/29  10:00:00,23157.607062167335,1800342.28745009,53888197.81696257,36126625.763295 
 09/29  11:00:00,705380.8914606776,280401.6566320119,49929708.93070369,36126625.763295 
 09/29  12:00:00,2598452.8116359936,0.0,48857664.64168039,13589930.1374973 
 09/29  13:00:00,3480530.3928284987,0.0,48939264.91964869,36126625.763295 
 09/29  14:00:00,1130337.0147909129,154815.44648694455,47539397.62510519,36126625.763295 
 09/29  15:00:00,0.0,1457909.7015503962,52923265.79965882,36126625.763295 
 09/29  16:00:00,0.0,2161221.238738143,54495018.73978788,36126625.763295 
 09/29  17:00:00,61797.267176833615,2469896.865893711,49550875.945537317,10683204.881647502 
 09/29  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 09/29  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/29  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 09/30  01:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  02:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  03:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  04:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  05:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  06:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  07:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  08:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  09:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  10:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  11:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  19:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  20:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  21:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  22:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  23:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 09/30  24:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/01  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/01  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/01  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/01  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/01  05:00:00,145502.13704035688,0.0,3747234.491921158,9071659.785901502 
 10/01  06:00:00,36719085.50131715,0.0,8012822.756589862,9361966.1289885 
 10/01  07:00:00,32457925.973444754,0.0,50921269.740414578,10683204.881647502 
 10/01  08:00:00,15839521.96126522,51901.57630457179,65102916.9833028,36126625.763295 
 10/01  09:00:00,13771710.12471619,385515.2067723151,70206262.94936402,36126625.763295 
 10/01  10:00:00,13344359.822035535,589267.3480360694,63937559.82688925,36126625.763295 
 10/01  11:00:00,12908238.866201483,110605.68169091057,60528861.06373964,36126625.763295 
 10/01  12:00:00,18054331.254516733,0.0,55648935.534699518,13589930.1374973 
 10/01  13:00:00,12533240.987862535,0.0,52019185.32828154,36126625.763295 
 10/01  14:00:00,12712771.092446715,0.0,51908953.373833138,36126625.763295 
 10/01  15:00:00,12297205.268200506,0.0,54987778.06307453,36126625.763295 
 10/01  16:00:00,13375481.956361935,0.0,51359163.25073013,36126625.763295 
 10/01  17:00:00,22135204.85643632,0.0,47318769.51598196,10683204.881647502 
 10/01  18:00:00,5382912.235703185,0.0,5154796.197385712,9071659.785901502 
 10/01  19:00:00,2771764.522173296,0.0,3747234.491921158,9071659.785901502 
 10/01  20:00:00,13807931.934140329,15604.542529025093,3747234.491921158,9071659.785901502 
 10/01  21:00:00,12405336.931704613,0.0,3747234.491921158,9071659.785901502 
 10/01  22:00:00,10670104.390494215,0.0,3747234.491921158,9071659.785901502 
 10/01  23:00:00,19221445.675197647,0.0,3747234.491921158,9071659.785901502 
 10/01  24:00:00,13600782.33900959,0.0,3747234.491921158,9071659.785901502 
 10/02  01:00:00,12126396.910535049,0.0,3747234.491921158,9071659.785901502 
 10/02  02:00:00,21068401.92113901,0.0,3747234.491921158,9071659.785901502 
 10/02  03:00:00,13744523.689384686,0.0,3747234.491921158,9071659.785901502 
 10/02  04:00:00,12818836.85334744,0.0,3747234.491921158,9071659.785901502 
 10/02  05:00:00,20852253.78819184,0.0,3747234.491921158,9071659.785901502 
 10/02  06:00:00,33230864.742710435,0.0,8012822.756589862,9361966.1289885 
 10/02  07:00:00,39388149.02838508,0.0,50921269.740414578,10683204.881647502 
 10/02  08:00:00,19341084.395623086,0.0,56221093.746421817,36126625.763295 
 10/02  09:00:00,16995971.016008445,0.0,51913028.40555854,36126625.763295 
 10/02  10:00:00,15918477.872128936,0.0,43882017.57682146,36126625.763295 
 10/02  11:00:00,13147168.750220553,0.0,38053146.55274883,36126625.763295 
 10/02  12:00:00,15425543.727200684,0.0,46658504.14934988,13589930.1374973 
 10/02  13:00:00,10256260.511272978,0.0,49049496.874097097,36126625.763295 
 10/02  14:00:00,8436954.391878209,0.0,45230279.10817414,36126625.763295 
 10/02  15:00:00,8012513.587584335,0.0,48744860.86419887,36126625.763295 
 10/02  16:00:00,8827803.731212389,0.0,48770733.34061937,36126625.763295 
 10/02  17:00:00,16933083.746898384,0.0,44505743.051348518,10683204.881647502 
 10/02  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/02  19:00:00,5059166.397424747,0.0,3747234.491921158,9071659.785901502 
 10/02  20:00:00,12456960.519674523,0.0,3747234.491921158,9071659.785901502 
 10/02  21:00:00,11585138.625594467,0.0,3747234.491921158,9071659.785901502 
 10/02  22:00:00,18200279.00544149,0.0,3747234.491921158,9071659.785901502 
 10/02  23:00:00,16675946.157369659,0.0,3747234.491921158,9071659.785901502 
 10/02  24:00:00,14070235.373029536,0.0,3747234.491921158,9071659.785901502 
 10/03  01:00:00,30099342.16967874,0.0,3747234.491921158,9071659.785901502 
 10/03  02:00:00,29940613.508002975,0.0,3747234.491921158,9071659.785901502 
 10/03  03:00:00,21901482.033972734,0.0,3747234.491921158,9071659.785901502 
 10/03  04:00:00,34589655.51698054,0.0,3747234.491921158,9071659.785901502 
 10/03  05:00:00,32224365.793165149,0.0,3747234.491921158,9071659.785901502 
 10/03  06:00:00,42090670.3224547,0.0,8012822.756589862,9361966.1289885 
 10/03  07:00:00,60480531.40671628,4729.4320704352689,50861143.21980636,10683204.881647502 
 10/03  08:00:00,22082642.293604997,0.0,61266226.640610609,36126625.763295 
 10/03  09:00:00,15987525.342559353,0.0,62871367.70813149,36126625.763295 
 10/03  10:00:00,14457035.284789233,0.0,52458743.496942419,36126625.763295 
 10/03  11:00:00,13342192.144682236,0.0,40252854.90477507,36126625.763295 
 10/03  12:00:00,16840829.9518417,0.0,37692387.429099518,13589930.1374973 
 10/03  13:00:00,11789584.170460266,0.0,45860166.300559449,36126625.763295 
 10/03  14:00:00,9417408.166511681,0.0,49666611.111610468,36126625.763295 
 10/03  15:00:00,8130172.354133304,0.0,52923265.79965882,36126625.763295 
 10/03  16:00:00,7511770.992529183,0.0,52554583.011260967,36126625.763295 
 10/03  17:00:00,15982546.28660271,0.0,48076144.791845578,10683204.881647502 
 10/03  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/03  19:00:00,4971872.225367332,0.0,3747234.491921158,9071659.785901502 
 10/03  20:00:00,11935807.464392867,0.0,3747234.491921158,9071659.785901502 
 10/03  21:00:00,11344063.888913533,0.0,3747234.491921158,9071659.785901502 
 10/03  22:00:00,17810533.07682147,0.0,3747234.491921158,9071659.785901502 
 10/03  23:00:00,15739003.54539741,0.0,3747234.491921158,9071659.785901502 
 10/03  24:00:00,14072204.115394317,0.0,3747234.491921158,9071659.785901502 
 10/04  01:00:00,28567409.755090916,0.0,3747234.491921158,9071659.785901502 
 10/04  02:00:00,28349849.93373535,0.0,3747234.491921158,9071659.785901502 
 10/04  03:00:00,20870554.096414284,0.0,3747234.491921158,9071659.785901502 
 10/04  04:00:00,33007115.712261384,0.0,3747234.491921158,9071659.785901502 
 10/04  05:00:00,31911395.011494008,0.0,3747234.491921158,9071659.785901502 
 10/04  06:00:00,41060477.960746828,0.0,8012822.756589862,9361966.1289885 
 10/04  07:00:00,53808947.88222656,0.0,50861143.21980636,10683204.881647502 
 10/04  08:00:00,18990212.222492327,581574.1957973023,61945379.145590338,36126625.763295 
 10/04  09:00:00,14856824.512047884,272706.1874862067,61403902.36933601,36126625.763295 
 10/04  10:00:00,12721177.839207162,0.0,51798995.3492326,36126625.763295 
 10/04  11:00:00,12278533.750061745,0.0,40142622.950326669,36126625.763295 
 10/04  12:00:00,16090326.565689365,0.0,37032639.281389709,13589930.1374973 
 10/04  13:00:00,15101258.247421854,0.0,37241354.32993777,36126625.763295 
 10/04  14:00:00,14306009.276963393,0.0,42185390.40598267,36126625.763295 
 10/04  15:00:00,12079880.302507155,0.0,47975154.69188853,36126625.763295 
 10/04  16:00:00,10124721.658213649,0.0,51196278.001301538,36126625.763295 
 10/04  17:00:00,16060008.259403822,0.0,47067118.21300781,10683204.881647502 
 10/04  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/04  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/04  20:00:00,5731072.985756933,0.0,3747234.491921158,9071659.785901502 
 10/04  21:00:00,18206329.06372605,0.0,3747234.491921158,9071659.785901502 
 10/04  22:00:00,14588515.278093126,0.0,3747234.491921158,9071659.785901502 
 10/04  23:00:00,10417234.916080872,0.0,3747234.491921158,9071659.785901502 
 10/04  24:00:00,18259252.966864937,0.0,3747234.491921158,9071659.785901502 
 10/05  01:00:00,20666997.964385638,0.0,3747234.491921158,9071659.785901502 
 10/05  02:00:00,16743961.588003539,0.0,3747234.491921158,9071659.785901502 
 10/05  03:00:00,26173036.70031733,0.0,3747234.491921158,9071659.785901502 
 10/05  04:00:00,25556734.282179394,0.0,3747234.491921158,9071659.785901502 
 10/05  05:00:00,19771457.06696018,0.0,3747234.491921158,9071659.785901502 
 10/05  06:00:00,60111403.126282598,0.0,8012822.756589862,9361966.1289885 
 10/05  07:00:00,50479360.94422661,0.0,50861143.21980636,10683204.881647502 
 10/05  08:00:00,17948630.262961769,115127.84637056556,61266226.640610609,36126625.763295 
 10/05  09:00:00,15950053.222878606,0.0,62101661.53582114,36126625.763295 
 10/05  10:00:00,16842356.07152862,0.0,51798995.3492326,36126625.763295 
 10/05  11:00:00,17673976.703970739,0.0,41133066.96138168,36126625.763295 
 10/05  12:00:00,17585851.39466107,0.0,39671631.872228968,13589930.1374973 
 10/05  13:00:00,15691699.147057124,0.0,42155529.45065815,36126625.763295 
 10/05  14:00:00,15082810.356362002,0.0,42883149.5724678,36126625.763295 
 10/05  15:00:00,16058159.227094673,0.0,47975154.691888529,36126625.763295 
 10/05  16:00:00,14634368.373796093,0.0,49934994.77775432,36126625.763295 
 10/05  17:00:00,18234562.878990577,0.0,45592387.05931606,10683204.881647502 
 10/05  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/05  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/05  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/05  21:00:00,5450443.239133646,0.0,3747234.491921158,9071659.785901502 
 10/05  22:00:00,7842518.62128272,0.0,3747234.491921158,9071659.785901502 
 10/05  23:00:00,16451684.411977971,0.0,3747234.491921158,9071659.785901502 
 10/05  24:00:00,13332040.347151997,0.0,3747234.491921158,9071659.785901502 
 10/06  01:00:00,10953845.804608524,0.0,3747234.491921158,9071659.785901502 
 10/06  02:00:00,21261677.92756512,0.0,3747234.491921158,9071659.785901502 
 10/06  03:00:00,13738192.211279627,0.0,3747234.491921158,9071659.785901502 
 10/06  04:00:00,12075151.96694004,0.0,3747234.491921158,9071659.785901502 
 10/06  05:00:00,20942621.50392214,0.0,3747234.491921158,9071659.785901502 
 10/06  06:00:00,35353985.36561473,0.0,8012822.756589862,9361966.1289885 
 10/06  07:00:00,35755226.58620761,0.0,50861143.21980636,10683204.881647502 
 10/06  08:00:00,18564172.163674416,0.0,58633428.23906781,36126625.763295 
 10/06  09:00:00,16750746.75058806,0.0,53118491.64465223,36126625.763295 
 10/06  10:00:00,16152382.314484073,0.0,42452563.25680131,36126625.763295 
 10/06  11:00:00,15515997.24855746,0.0,38053146.55274883,36126625.763295 
 10/06  12:00:00,15869274.589144739,0.0,36931934.764114867,13589930.1374973 
 10/06  13:00:00,15131001.281365525,0.0,41419759.26539772,36126625.763295 
 10/06  14:00:00,13883115.883558337,0.0,44460572.93586379,36126625.763295 
 10/06  15:00:00,14655752.651534327,0.0,48744860.86419887,36126625.763295 
 10/06  16:00:00,16663721.728231222,0.0,50614147.282734047,36126625.763295 
 10/06  17:00:00,18992221.236958367,0.0,47532822.787861797,10683204.881647502 
 10/06  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/06  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/06  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/06  21:00:00,5447433.537358651,0.0,3747234.491921158,9071659.785901502 
 10/06  22:00:00,5578201.647190883,0.0,3747234.491921158,9071659.785901502 
 10/06  23:00:00,17774249.10762807,0.0,3747234.491921158,9071659.785901502 
 10/06  24:00:00,13860236.264674772,0.0,3747234.491921158,9071659.785901502 
 10/07  01:00:00,12156346.39163572,0.0,3747234.491921158,1691551.7859015002 
 10/07  02:00:00,19720524.802222089,0.0,3747234.491921158,1691551.7859015002 
 10/07  03:00:00,15602270.763322734,0.0,3747234.491921158,1691551.7859015002 
 10/07  04:00:00,17787814.917687429,0.0,3747234.491921158,1691551.7859015002 
 10/07  05:00:00,29919400.0258881,0.0,3747234.491921158,1691551.7859015002 
 10/07  06:00:00,30423371.54754245,0.0,3747234.491921158,1691551.7859015002 
 10/07  07:00:00,19232239.582023384,0.0,3747234.491921158,1691551.7859015002 
 10/07  08:00:00,20807619.506827829,0.0,3747234.491921158,1691551.7859015002 
 10/07  09:00:00,6044196.935117383,9770.454043803693,3747234.491921158,1691551.7859015002 
 10/07  10:00:00,94010.61025240252,0.0,3747234.491921158,1691551.7859015002 
 10/07  11:00:00,4010843.4554147578,0.0,3747234.491921158,1691551.7859015002 
 10/07  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/07  19:00:00,5449338.363612021,0.0,3747234.491921158,1691551.7859015002 
 10/07  20:00:00,15922369.061718684,0.0,3747234.491921158,1691551.7859015002 
 10/07  21:00:00,13411349.349368308,0.0,3747234.491921158,1691551.7859015002 
 10/07  22:00:00,12137822.662274719,0.0,3747234.491921158,1691551.7859015002 
 10/07  23:00:00,18945475.527870235,0.0,3747234.491921158,1691551.7859015002 
 10/07  24:00:00,11803646.01212793,0.0,3747234.491921158,1691551.7859015002 
 10/08  01:00:00,10474842.698215003,0.0,3747234.491921158,1691551.7859015002 
 10/08  02:00:00,16256364.710708566,0.0,3747234.491921158,1691551.7859015002 
 10/08  03:00:00,12870800.281201678,0.0,3747234.491921158,1691551.7859015002 
 10/08  04:00:00,10933619.695196089,0.0,3747234.491921158,1691551.7859015002 
 10/08  05:00:00,17882611.35344663,0.0,3747234.491921158,1691551.7859015002 
 10/08  06:00:00,13578960.507450119,0.0,3747234.491921158,1691551.7859015002 
 10/08  07:00:00,10301929.114478583,0.0,3747234.491921158,1691551.7859015002 
 10/08  08:00:00,7371289.576215051,0.0,3747234.491921158,1691551.7859015002 
 10/08  09:00:00,4920930.341927131,5117.070777626577,3747234.491921158,1691551.7859015002 
 10/08  10:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  11:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 10/08  19:00:00,5958353.129877815,0.0,3747234.491921158,1691551.7859015002 
 10/08  20:00:00,18513474.406108753,0.0,3747234.491921158,1691551.7859015002 
 10/08  21:00:00,15581777.33996839,0.0,3747234.491921158,1691551.7859015002 
 10/08  22:00:00,12545453.01834861,0.0,3747234.491921158,1691551.7859015002 
 10/08  23:00:00,23512180.717182857,0.0,3747234.491921158,1691551.7859015002 
 10/08  24:00:00,18250363.988424787,0.0,3747234.491921158,1691551.7859015002 
 10/09  01:00:00,17137217.26755809,0.0,3747234.491921158,9071659.785901502 
 10/09  02:00:00,29919712.846416695,0.0,3747234.491921158,9071659.785901502 
 10/09  03:00:00,26736371.46782141,0.0,3747234.491921158,9071659.785901502 
 10/09  04:00:00,22010892.442356655,0.0,3747234.491921158,9071659.785901502 
 10/09  05:00:00,34031432.37626241,0.0,3747234.491921158,9071659.785901502 
 10/09  06:00:00,56757366.33730459,0.0,8012822.756589862,9361966.1289885 
 10/09  07:00:00,51282396.17372293,0.0,50921269.740414578,10683204.881647502 
 10/09  08:00:00,20639653.853527059,0.0,62624531.65057005,36126625.763295 
 10/09  09:00:00,16585432.012404327,0.0,63641073.88044183,36126625.763295 
 10/09  10:00:00,15713550.601329288,0.0,55317652.13698274,36126625.763295 
 10/09  11:00:00,14850655.155136478,0.0,51908953.373833138,36126625.763295 
 10/09  12:00:00,16901118.65767434,0.0,47220904.59702735,13589930.1374973 
 10/09  13:00:00,13082588.708319204,0.0,43437014.72730247,36126625.763295 
 10/09  14:00:00,10653576.63026582,0.0,45484131.14453173,36126625.763295 
 10/09  15:00:00,9392067.15142955,0.0,48414986.79039727,36126625.763295 
 10/09  16:00:00,9138992.935411845,0.0,51875430.50628125,36126625.763295 
 10/09  17:00:00,17396532.085270034,0.0,47532822.787861797,10683204.881647502 
 10/09  18:00:00,0.0,0.0,5027532.500785675,9071659.785901502 
 10/09  19:00:00,5424020.94677535,0.0,3747234.491921158,9071659.785901502 
 10/09  20:00:00,12268076.256880261,0.0,3747234.491921158,9071659.785901502 
 10/09  21:00:00,12023506.942407158,0.0,3747234.491921158,9071659.785901502 
 10/09  22:00:00,18915503.461640903,0.0,3747234.491921158,9071659.785901502 
 10/09  23:00:00,16815839.609394365,0.0,3747234.491921158,9071659.785901502 
 10/09  24:00:00,17184231.85549824,0.0,3747234.491921158,9071659.785901502 
 10/10  01:00:00,27335461.309138955,0.0,3747234.491921158,9071659.785901502 
 10/10  02:00:00,28083879.405631477,0.0,3747234.491921158,9071659.785901502 
 10/10  03:00:00,22152583.528019877,0.0,3747234.491921158,9071659.785901502 
 10/10  04:00:00,34413836.649251,0.0,3747234.491921158,9071659.785901502 
 10/10  05:00:00,32671742.69978839,0.0,3747234.491921158,9071659.785901502 
 10/10  06:00:00,41834096.65767861,0.0,8012822.756589862,9361966.1289885 
 10/10  07:00:00,60330118.00194212,0.0,50921269.740414578,10683204.881647502 
 10/10  08:00:00,22156298.182884754,154817.37049919304,61945379.145590338,36126625.763295 
 10/10  09:00:00,15068517.244048205,531864.8575473313,62063650.517045829,36126625.763295 
 10/10  10:00:00,12948016.206169678,52863.85286999521,51798995.3492326,36126625.763295 
 10/10  11:00:00,12604909.127756089,0.0,40142622.950326669,36126625.763295 
 10/10  12:00:00,16336641.459915776,0.0,37032639.281389709,13589930.1374973 
 10/10  13:00:00,12086285.98104618,0.0,41419759.26539772,36126625.763295 
 10/10  14:00:00,11315391.790766538,0.0,46291848.33561739,36126625.763295 
 10/10  15:00:00,10284799.124392048,0.0,51383853.45503812,36126625.763295 
 10/10  16:00:00,9858895.426155599,0.0,51196278.001301538,36126625.763295 
 10/10  17:00:00,17293653.996440047,0.0,46989500.78387802,10683204.881647502 
 10/10  18:00:00,0.0,0.0,5069953.732985687,9071659.785901502 
 10/10  19:00:00,4703291.074536935,0.0,3747234.491921158,9071659.785901502 
 10/10  20:00:00,17834169.142238499,0.0,3747234.491921158,9071659.785901502 
 10/10  21:00:00,16243904.022288304,0.0,3747234.491921158,9071659.785901502 
 10/10  22:00:00,15390846.356743217,0.0,3747234.491921158,9071659.785901502 
 10/10  23:00:00,27533278.84312931,0.0,3747234.491921158,9071659.785901502 
 10/10  24:00:00,29706476.713948475,0.0,3747234.491921158,9071659.785901502 
 10/11  01:00:00,20233044.50211668,0.0,3747234.491921158,9071659.785901502 
 10/11  02:00:00,34133480.1099516,0.0,3747234.491921158,9071659.785901502 
 10/11  03:00:00,32234847.82406678,0.0,3747234.491921158,9071659.785901502 
 10/11  04:00:00,22524456.681015966,0.0,3747234.491921158,9071659.785901502 
 10/11  05:00:00,36377228.57488989,0.0,3747234.491921158,9071659.785901502 
 10/11  06:00:00,60404579.83827691,0.0,8012822.756589862,9361966.1289885 
 10/11  07:00:00,58992794.70248489,0.0,50921269.740414578,10683204.881647502 
 10/11  08:00:00,23395867.991749366,247252.67823669874,60587074.13563089,36126625.763295 
 10/11  09:00:00,14861896.128948894,658600.0860604668,59715973.12164375,36126625.763295 
 10/11  10:00:00,12782671.327114461,705878.4486081686,53118491.64465223,36126625.763295 
 10/11  11:00:00,11507713.076768402,170577.36962845556,43001805.520214859,36126625.763295 
 10/11  12:00:00,15809944.665664275,0.0,40331380.019938778,13589930.1374973 
 10/11  13:00:00,12710694.030574449,0.0,45674186.23840828,36126625.763295 
 10/11  14:00:00,11855170.47567476,0.0,46291848.33561739,36126625.763295 
 10/11  15:00:00,9527839.04001642,0.0,52923265.79965882,36126625.763295 
 10/11  16:00:00,9483279.022763104,0.0,50614147.282734047,36126625.763295 
 10/11  17:00:00,17650249.972178125,0.0,46058091.63417005,10683204.881647502 
 10/11  18:00:00,0.0,0.0,5112374.965185699,9071659.785901502 
 10/11  19:00:00,5861926.173781788,0.0,3747234.491921158,9071659.785901502 
 10/11  20:00:00,10233596.802643564,0.0,3747234.491921158,9071659.785901502 
 10/11  21:00:00,11240212.203098895,0.0,3747234.491921158,9071659.785901502 
 10/11  22:00:00,18679812.24620132,0.0,3747234.491921158,9071659.785901502 
 10/11  23:00:00,15779948.542782527,0.0,3747234.491921158,9071659.785901502 
 10/11  24:00:00,13428336.723372257,0.0,3747234.491921158,9071659.785901502 
 10/12  01:00:00,24489818.13402018,0.0,3747234.491921158,9071659.785901502 
 10/12  02:00:00,15265985.064759449,0.0,3747234.491921158,9071659.785901502 
 10/12  03:00:00,13273934.32501356,0.0,3747234.491921158,9071659.785901502 
 10/12  04:00:00,26577136.1571258,0.0,3747234.491921158,9071659.785901502 
 10/12  05:00:00,24624805.2732726,0.0,3747234.491921158,9071659.785901502 
 10/12  06:00:00,36832407.178797129,0.0,8012822.756589862,9361966.1289885 
 10/12  07:00:00,53751049.4087749,0.0,50921269.740414578,10683204.881647502 
 10/12  08:00:00,23274424.35723944,0.0,60419450.89878468,36126625.763295 
 10/12  09:00:00,16554535.566888608,0.0,52644723.559093568,36126625.763295 
 10/12  10:00:00,15020776.045109358,0.0,49016108.74674291,36126625.763295 
 10/12  11:00:00,14555764.764790323,0.0,40142622.950326669,36126625.763295 
 10/12  12:00:00,17905271.908761305,0.0,38546830.97687404,13589930.1374973 
 10/12  13:00:00,12430654.533160253,0.0,38670808.64995793,36126625.763295 
 10/12  14:00:00,13386746.294943974,0.0,44824382.99682192,36126625.763295 
 10/12  15:00:00,12899149.104728684,0.0,47755238.64268746,36126625.763295 
 10/12  16:00:00,13439411.694797989,0.0,53733486.72460082,36126625.763295 
 10/12  17:00:00,20416801.324133625,0.0,49163210.563859988,10683204.881647502 
 10/12  18:00:00,0.0,0.0,5154796.197385712,9071659.785901502 
 10/12  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 10/12  20:00:00,5547078.230016755,0.0,3747234.491921158,9071659.785901502 
 10/12  21:00:00,8187657.078654498,0.0,3747234.491921158,9071659.785901502 
 10/12  22:00:00,16015245.253309858,0.0,3747234.491921158,9071659.785901502 
 10/12  23:00:00,11768088.747168925,0.0,3747234.491921158,9071659.785901502 
 10/12  24:00:00,9764694.76403536,0.0,3747234.491921158,9071659.785901502 
 10/13  01:00:00,17769372.90249526,0.0,3747234.491921158,9071659.785901502 
 10/13  02:00:00,14698177.546638854,0.0,3747234.491921158,9071659.785901502 
 10/13  03:00:00,11856810.163429214,0.0,3747234.491921158,9071659.785901502 
 10/13  04:00:00,19019685.21917411,0.0,3747234.491921158,9071659.785901502 
 10/13  05:00:00,14641567.297544018,0.0,3747234.491921158,9071659.785901502 
 10/13  06:00:00,41297266.819242458,0.0,8012822.756589862,9361966.1289885 
 10/13  07:00:00,32783816.344581888,0.0,50921269.740414578,10683204.881647502 
 10/13  08:00:00,17939857.691783858,0.0,61001581.61735217,36126625.763295 
 10/13  09:00:00,14889239.77557646,0.0,60418903.03913912,36126625.763295 
 10/13  10:00:00,14764516.867808423,0.0,53051441.45998939,36126625.763295 
 10/13  11:00:00,15839602.031537848,0.0,50517510.07258829,36126625.763295 
 10/13  12:00:00,17522889.310468738,0.0,40073632.99692655,13589930.1374973 
 10/13  13:00:00,14674880.151683914,0.0,37241354.32993777,36126625.763295 
 10/13  14:00:00,13016870.981945564,0.0,42845138.55369249,36126625.763295 
 10/13  15:00:00,12635739.25886331,0.0,45556078.150356959,36126625.763295 
 10/13  16:00:00,10821532.994079398,0.0,49934994.77775432,36126625.763295 
 10/13  17:00:00,14861274.89451037,0.0,45592387.05931606,10683204.881647502 
 10/13  18:00:00,0.0,0.0,5112374.965185699,9071659.785901502 
 10/13  19:00:00,6362233.195155257,0.0,3747234.491921158,9071659.785901502 
 10/13  20:00:00,10001969.521921123,0.0,3747234.491921158,9071659.785901502 
